"System Name","Name","Gravity","Distance to Arrival (LS)","Distance (LY)","Type","Earth Masses","Parents","Radius","Reserve Level","Rings","Subtype","Volcanism"
"Sol","Actaea","0.00137840318140104","18618.376661","0","Planet","0.000003","[{""id64"":""1333065500179040619"",""subtype"":""Rocky Ice world"",""type"":""Planet""},{""id64"":10477373803,""subtype"":""G (White-Yellow) Star"",""type"":""Star""}]","303","","","Rocky Ice world","Major Water Geysers"
"Alpha Centauri","2042 L1","0.0868142143366983","3557.939577","4.37712002205788","Planet","0.001","[{""id64"":""252202757841226091"",""subtype"":""Class I gas giant"",""type"":""Planet""},{""id64"":""36029975727442283"",""type"":""Null""},{""id64"":1178708478315,""type"":""Null""}]","684.213","","","Rocky body",""
"Alpha Centauri","Eden","0.915707249923524","6395422.164013","4.37712002205788","Planet","0.66","[{""id64"":""144116366784334187"",""subtype"":""M (Red dwarf) Star"",""type"":""Star""},{""id64"":1178708478315,""type"":""Null""}]","5412.28","","","High metal content world","Minor Metallic Magma"
"Alpha Centauri","Lagrange","2.43982257571123","3558.987215","4.37712002205788","Planet","301.236633","[{""id64"":""36029975727442283"",""type"":""Null""},{""id64"":1178708478315,""type"":""Null""}]","70837.2","","","Class I gas giant",""
"Alpha Centauri","2071 AC3","1.77364994391761","12248.06895","4.37712002205788","Planet","16.729904","[{""id64"":""36029975727442283"",""type"":""Null""},{""id64"":1178708478315,""type"":""Null""}]","19579.4","","","Class I gas giant",""
"Alpha Centauri","Alpha Centauri B 1","1.47252513510758","3662.970717","4.37712002205788","Planet","0.674523","[{""id64"":""108087569765370219"",""subtype"":""K (Yellow-Orange) Star"",""type"":""Star""},{""id64"":""36029975727442283"",""type"":""Null""},{""id64"":1178708478315,""type"":""Null""}]","4314.73","","","Metal-rich body","Rocky Magma"
"Alpha Centauri","2045 PC2","0.0868142143366983","3558.987064","4.37712002205788","Planet","0.001","[{""id64"":""36029975727442283"",""type"":""Null""},{""id64"":1178708478315,""type"":""Null""}]","684.213","","","Rocky body",""
"Barnard's Star","Barnard's Star 2","2.35557744468237","11.467903","5.95466269510709","Planet","16.105366","[{""id64"":18263140541865,""subtype"":""M (Red dwarf) Star"",""type"":""Star""}]","16669.524","","","Water world","Water Geysers"
"Barnard's Star","Barnard's Star 5 d","0.10034954624248","3268.704388","5.95466269510709","Planet","0.00687","[{""id64"":""468392624387073449"",""subtype"":""Class I gas giant"",""type"":""Planet""},{""id64"":18263140541865,""subtype"":""M (Red dwarf) Star"",""type"":""Star""}]","1668.088375","","","Icy body",""
"Barnard's Star","Barnard's Star 5 f","0.0991355154481493","3266.364253","5.95466269510709","Planet","0.00664","[{""id64"":""468392624387073449"",""subtype"":""Class I gas giant"",""type"":""Planet""},{""id64"":18263140541865,""subtype"":""M (Red dwarf) Star"",""type"":""Star""}]","1649.929","","","Icy body",""
"Barnard's Star","Barnard's Star 5 e","0.0965341082899969","3265.468885","5.95466269510709","Planet","0.006144","[{""id64"":""468392624387073449"",""subtype"":""Class I gas giant"",""type"":""Planet""},{""id64"":18263140541865,""subtype"":""M (Red dwarf) Star"",""type"":""Star""}]","1608.28","","","Icy body",""
"Barnard's Star","Barnard's Star 5 g","0.0861239930661772","3284.932901","5.95466269510709","Planet","0.004398","[{""id64"":""468392624387073449"",""subtype"":""Class I gas giant"",""type"":""Planet""},{""id64"":18263140541865,""subtype"":""M (Red dwarf) Star"",""type"":""Star""}]","1440.689","","","Icy body",""
"Barnard's Star","Birmingham World","0.427393698378709","61.876633","5.95466269510709","Planet","0.1","[{""id64"":18263140541865,""subtype"":""M (Red dwarf) Star"",""type"":""Star""}]","3083.7035","","","Rocky body",""
"Barnard's Star","Barnard's Star 5 b","0.0676333231365351","3270.0289","5.95466269510709","Planet","0.00216","[{""id64"":""468392624387073449"",""subtype"":""Class I gas giant"",""type"":""Planet""},{""id64"":18263140541865,""subtype"":""M (Red dwarf) Star"",""type"":""Star""}]","1139.3875","","","Icy body",""
"Barnard's Star","Barnard's Star 5 c","0.0879479963291526","3277.062828","5.95466269510709","Planet","0.004664","[{""id64"":""468392624387073449"",""subtype"":""Class I gas giant"",""type"":""Planet""},{""id64"":18263140541865,""subtype"":""M (Red dwarf) Star"",""type"":""Star""}]","1468.12625","","","Icy body",""
"Barnard's Star","Barnard's Star 6 b","0.138507800550627","4912.237007","5.95466269510709","Planet","0.017545","[{""id64"":""936766985633605033"",""subtype"":""Class I gas giant"",""type"":""Planet""},{""id64"":18263140541865,""subtype"":""M (Red dwarf) Star"",""type"":""Star""}]","2268.96225","","","Icy body","Major Water Geysers"
"Barnard's Star","Barnard's Star 1","1.1973505659223","6.522471","5.95466269510709","Planet","1.237245","[{""id64"":18263140541865,""subtype"":""M (Red dwarf) Star"",""type"":""Star""}]","6480.4295","","","High metal content world","Major Silicate Vapour Geysers"
"Barnard's Star","Cooke","0.13896125216682","37.425386","5.95466269510709","Planet","0.004","[{""id64"":18263140541865,""subtype"":""M (Red dwarf) Star"",""type"":""Star""}]","1081.607875","","","Rocky body",""
"Barnard's Star","Barnard's Star 5","3.73065279902111","3272.900833","5.95466269510709","Planet","536.446533","[{""id64"":18263140541865,""subtype"":""M (Red dwarf) Star"",""type"":""Star""}]","76446.464","Depleted","[{""inner_radius"":166890000,""mass"":1636900000000,""name"":""Barnard's Star 5 B Ring"",""outer_radius"":282870000,""signal_count"":4,""signals"":[{""count"":1,""name"":""Bromellite""},{""count"":1,""name"":""Grandidierite""},{""count"":1,""name"":""Low Temperature Diamonds""},{""count"":1,""name"":""Tritium""}],""signals_updated_at"":""2025-10-12 17:04:20+00"",""type"":""Icy""},{""inner_radius"":145100000,""mass"":212120000000,""name"":""Barnard's Star 5 A Ring"",""outer_radius"":166790000,""signal_count"":3,""signals"":[{""count"":2,""name"":""Painite""},{""count"":1,""name"":""Platinum""}],""signals_updated_at"":""2025-10-12 17:04:20+00"",""type"":""Metal Rich""}]","Class I gas giant",""
"Barnard's Star","Barnard's Star 5 a","0.0832858162536963","3274.633328","5.95466269510709","Planet","0.00398","[{""id64"":""468392624387073449"",""subtype"":""Class I gas giant"",""type"":""Planet""},{""id64"":18263140541865,""subtype"":""M (Red dwarf) Star"",""type"":""Star""}]","1393.621375","","","Icy body","Major Water Geysers"
"Barnard's Star","Barnard's Star 6","3.45883827878046","4911.791476","5.95466269510709","Planet","492.095581","[{""id64"":18263140541865,""subtype"":""M (Red dwarf) Star"",""type"":""Star""}]","76040.72","Depleted","[{""inner_radius"":144400000,""mass"":1707800000000,""name"":""Barnard's Star 6 B Ring"",""outer_radius"":273530000,""type"":""Icy""},{""inner_radius"":120270000,""mass"":198380000000,""name"":""Barnard's Star 6 A Ring"",""outer_radius"":144300000,""type"":""Rocky""}]","Class I gas giant",""
"Barnard's Star","Barnard's Star 6 a","0.145186397471194","4912.188526","5.95466269510709","Planet","0.019923","[{""id64"":""936766985633605033"",""subtype"":""Class I gas giant"",""type"":""Planet""},{""id64"":18263140541865,""subtype"":""M (Red dwarf) Star"",""type"":""Star""}]","2361.5895","","","Icy body","Major Water Geysers"
"Luhman 16","Luhman 16 A 1","0.158699500356888","10.066097","6.56919301550807","Planet","0.004744","[{""id64"":""36051757377538896"",""subtype"":""L (Brown dwarf) Star"",""type"":""Star""},{""id64"":22960358574928,""type"":""Null""}]","1102.18975","","","High metal content world",""
"Luhman 16","Luhman 16 A 5","0.17026562659325","136.683287","6.56919301550807","Planet","0.023228","[{""id64"":""288253336510286672"",""type"":""Null""},{""id64"":""36051757377538896"",""subtype"":""L (Brown dwarf) Star"",""type"":""Star""},{""id64"":22960358574928,""type"":""Null""}]","2354.665","","","Icy body",""
"Luhman 16","Luhman 16 B 1","0.306173345569491","1550.206957","6.56919301550807","Planet","0.032356","[{""id64"":""72080554396502864"",""subtype"":""L (Brown dwarf) Star"",""type"":""Star""},{""id64"":22960358574928,""type"":""Null""}]","2072.429125","","","High metal content world",""
"Luhman 16","Luhman 16 B 3","0.258368614255124","1414.570163","6.56919301550807","Planet","0.055858","[{""id64"":""72080554396502864"",""subtype"":""L (Brown dwarf) Star"",""type"":""Star""},{""id64"":22960358574928,""type"":""Null""}]","2964.2025","","","Rocky Ice world",""
"Luhman 16","Luhman 16 B 4","0.219789945956969","1374.900083","6.56919301550807","Planet","0.049947","[{""id64"":""72080554396502864"",""subtype"":""L (Brown dwarf) Star"",""type"":""Star""},{""id64"":22960358574928,""type"":""Null""}]","3039.037","","","Icy body",""
"Luhman 16","Luhman 16 A 1 a","0.0583071275619456","10.061708","6.56919301550807","Planet","0.000337","[{""id64"":""108109351415466832"",""subtype"":""High metal content world"",""type"":""Planet""},{""id64"":""36051757377538896"",""subtype"":""L (Brown dwarf) Star"",""type"":""Star""},{""id64"":22960358574928,""type"":""Null""}]","484.90775","","","Rocky body","Major Silicate Vapour Geysers"
"Luhman 16","Luhman 16 A 6","0.139505047415112","136.635909","6.56919301550807","Planet","0.014427","[{""id64"":""288253336510286672"",""type"":""Null""},{""id64"":""36051757377538896"",""subtype"":""L (Brown dwarf) Star"",""type"":""Star""},{""id64"":22960358574928,""type"":""Null""}]","2050.151","","","Icy body","Minor Nitrogen Magma"
"Luhman 16","Luhman 16 A 2","0.132058937493627","13.866112","6.56919301550807","Planet","0.002828","[{""id64"":""36051757377538896"",""subtype"":""L (Brown dwarf) Star"",""type"":""Star""},{""id64"":22960358574928,""type"":""Null""}]","932.896625","","","High metal content world",""
"Luhman 16","Luhman 16 B 2","0.253430916692159","1587.568701","6.56919301550807","Planet","0.032608","[{""id64"":""72080554396502864"",""subtype"":""L (Brown dwarf) Star"",""type"":""Star""},{""id64"":22960358574928,""type"":""Null""}]","2286.7535","","","Rocky Ice world",""
"Luhman 16","Luhman 16 B 3 a","0.0504731314367289","1414.405873","6.56919301550807","Planet","0.000824","[{""id64"":""612512509680962384"",""subtype"":""Rocky Ice world"",""type"":""Planet""},{""id64"":""72080554396502864"",""subtype"":""L (Brown dwarf) Star"",""type"":""Star""},{""id64"":22960358574928,""type"":""Null""}]","814.7779375","","","Icy body",""
"Luhman 16","Luhman 16 AB 1","2.00758876312838","4502.145721","6.56919301550807","Planet","11.829227","[{""id64"":22960358574928,""type"":""Null""}]","15474.885","","","Icy body","Water Geysers"
"Luhman 16","Luhman 16 A 3","0.155232792903028","43.105848","6.56919301550807","Planet","0.015044","[{""id64"":""36051757377538896"",""subtype"":""L (Brown dwarf) Star"",""type"":""Star""},{""id64"":22960358574928,""type"":""Null""}]","1984.6145","","","Icy body",""
"Luhman 16","Luhman 16 A 4","0.115233098806975","107.919896","6.56919301550807","Planet","0.007793","[{""id64"":""36051757377538896"",""subtype"":""L (Brown dwarf) Star"",""type"":""Star""},{""id64"":22960358574928,""type"":""Null""}]","1657.898","","","Icy body",""
"WISE 0855-0714","WISE 0855-0714 3","1.23876577954522","194.374654","7.17165372752338","Planet","4.287887","[{""id64"":""288288520882375504"",""type"":""Null""},{""id64"":58144730663760,""subtype"":""Y (Brown dwarf) Star"",""type"":""Star""}]","11860.791","","","Icy body","Major Water Geysers"
"WISE 0855-0714","WISE 0855-0714 5 b","0.0507959620679107","535.883073","7.17165372752338","Planet","0.000926","[{""id64"":""396374911939267408"",""subtype"":""Class I gas giant"",""type"":""Planet""},{""id64"":58144730663760,""subtype"":""Y (Brown dwarf) Star"",""type"":""Star""}]","860.6111875","","","Icy body","Major Water Geysers"
"WISE 0855-0714","WISE 0855-0714 6","0.755850922810238","916.201611","7.17165372752338","Planet","33.6343","[{""id64"":58144730663760,""subtype"":""Y (Brown dwarf) Star"",""type"":""Star""}]","42526.508","Low","[{""inner_radius"":75074000,""mass"":202710000000,""name"":""WISE 0855-0714 6 B Ring"",""outer_radius"":112380000,""type"":""Icy""},{""inner_radius"":66837000,""mass"":33381000000,""name"":""WISE 0855-0714 6 A Ring"",""outer_radius"":74974000,""signal_count"":10,""signals"":[{""count"":5,""name"":""Monazite""},{""count"":2,""name"":""Painite""},{""count"":1,""name"":""Platinum""},{""count"":1,""name"":""Rhodplumsite""},{""count"":1,""name"":""Serendibite""}],""signals_updated_at"":""2025-09-28 16:19:15+00"",""type"":""Metal Rich""}]","Class I gas giant",""
"WISE 0855-0714","WISE 0855-0714 6 a","0.0461114510043846","916.336745","7.17165372752338","Planet","0.000693","[{""id64"":""756662882128907088"",""subtype"":""Class I gas giant"",""type"":""Planet""},{""id64"":58144730663760,""subtype"":""Y (Brown dwarf) Star"",""type"":""Star""}]","781.7925","","","Icy body","Major Water Geysers"
"WISE 0855-0714","WISE 0855-0714 6 c","0.0470354848577547","918.812091","7.17165372752338","Planet","0.000737","[{""id64"":""756662882128907088"",""subtype"":""Class I gas giant"",""type"":""Planet""},{""id64"":58144730663760,""subtype"":""Y (Brown dwarf) Star"",""type"":""Star""}]","797.9706875","","","Icy body",""
"WISE 0855-0714","WISE 0855-0714 2","0.880030182522688","133.046271","7.17165372752338","Planet","1.948113","[{""id64"":58144730663760,""subtype"":""Y (Brown dwarf) Star"",""type"":""Star""}]","9485.166","","","Icy body","Major Water Geysers"
"WISE 0855-0714","WISE 0855-0714 7","1.08882165799939","1231.749701","7.17165372752338","Planet","3.205234","[{""id64"":58144730663760,""subtype"":""Y (Brown dwarf) Star"",""type"":""Star""}]","10938.004","Low","[{""inner_radius"":18048000,""mass"":7378400,""name"":""WISE 0855-0714 7 A Ring"",""outer_radius"":53650000,""signal_count"":1,""signals"":[{""count"":1,""name"":""Low Temperature Diamonds""}],""signals_updated_at"":""2025-08-23 19:06:29+00"",""type"":""Icy""}]","Icy body","Major Water Geysers"
"WISE 0855-0714","WISE 0855-0714 1","0.779743754461099","105.597292","7.17165372752338","Planet","1.439886","[{""id64"":58144730663760,""subtype"":""Y (Brown dwarf) Star"",""type"":""Star""}]","8663.126","","","Icy body","Major Water Geysers"
"WISE 0855-0714","WISE 0855-0714 4","1.20778270623024","192.553991","7.17165372752338","Planet","4.052417","[{""id64"":""288288520882375504"",""type"":""Null""},{""id64"":58144730663760,""subtype"":""Y (Brown dwarf) Star"",""type"":""Star""}]","11677.485","","","Icy body","Major Water Geysers"
"WISE 0855-0714","WISE 0855-0714 5","0.866968287957581","536.128992","7.17165372752338","Planet","57.503426","[{""id64"":58144730663760,""subtype"":""Y (Brown dwarf) Star"",""type"":""Star""}]","51919.66","Low","[{""inner_radius"":91588000,""mass"":365800000000,""name"":""WISE 0855-0714 5 B Ring"",""outer_radius"":145960000,""signal_count"":6,""signals"":[{""count"":1,""name"":""Alexandrite""},{""count"":2,""name"":""Bromellite""},{""count"":1,""name"":""Grandidierite""},{""count"":1,""name"":""Low Temperature Diamonds""},{""count"":1,""name"":""Void Opal""}],""signals_updated_at"":""2025-10-08 16:29:18+00"",""type"":""Icy""},{""inner_radius"":85667000,""mass"":28080000000,""name"":""WISE 0855-0714 5 A Ring"",""outer_radius"":91488000,""type"":""Metal Rich""}]","Class I gas giant",""
"WISE 0855-0714","WISE 0855-0714 5 a","0.108710920770878","536.657585","7.17165372752338","Planet","0.00861","[{""id64"":""396374911939267408"",""subtype"":""Class I gas giant"",""type"":""Planet""},{""id64"":58144730663760,""subtype"":""Y (Brown dwarf) Star"",""type"":""Star""}]","1794.1675","","","Icy body","Major Water Geysers"
"WISE 0855-0714","WISE 0855-0714 6 d","0.0448685632711329","918.776119","7.17165372752338","Planet","0.000641","[{""id64"":""756662882128907088"",""subtype"":""Class I gas giant"",""type"":""Planet""},{""id64"":58144730663760,""subtype"":""Y (Brown dwarf) Star"",""type"":""Star""}]","761.7921875","","","Icy body",""
"WISE 0855-0714","WISE 0855-0714 6 e","0.0537314163352707","920.509482","7.17165372752338","Planet","0.001085","[{""id64"":""756662882128907088"",""subtype"":""Class I gas giant"",""type"":""Planet""},{""id64"":58144730663760,""subtype"":""Y (Brown dwarf) Star"",""type"":""Star""}]","905.9320625","","","Icy body",""
"WISE 0855-0714","WISE 0855-0714 1 a","0.189555929438156","106.22332","7.17165372752338","Planet","0.045999","[{""id64"":""180202129825483600"",""subtype"":""Icy body"",""type"":""Planet""},{""id64"":58144730663760,""subtype"":""Y (Brown dwarf) Star"",""type"":""Star""}]","3140.443","","","Icy body","Minor Nitrogen Magma"
"WISE 0855-0714","WISE 0855-0714 6 b","0.0440996227184664","915.513114","7.17165372752338","Planet","0.000609","[{""id64"":""756662882128907088"",""subtype"":""Class I gas giant"",""type"":""Planet""},{""id64"":58144730663760,""subtype"":""Y (Brown dwarf) Star"",""type"":""Star""}]","748.938625","","","Icy body",""
"Wolf 359","Campbell's Claim","0.376001121647803","52.894542","7.77779792904136","Planet","0.07","[{""id64"":24860210308521,""subtype"":""M (Red dwarf) Star"",""type"":""Star""}]","2750.6865","","","Rocky body",""
"Wolf 359","Camp Donalds","0.241820128479657","98.803016","7.77779792904136","Planet","0.02","[{""id64"":24860210308521,""subtype"":""M (Red dwarf) Star"",""type"":""Star""}]","1833.392375","","","Rocky body",""
"Sirius","Waypoint","2.75635036198634","1040.069623","8.58874854460765","Planet","351.399933","[{""id64"":""36028918588769460"",""subtype"":""A (Blue-White) Star"",""type"":""Star""},{""id64"":121569805492,""type"":""Null""}]","71981.392","","","Class III gas giant",""
"Sirius","Lucifer","0.351948608137045","4056.785933","8.58874854460765","Planet","0.05","[{""id64"":""72057715607733428"",""subtype"":""White Dwarf (DA) Star"",""type"":""Star""},{""id64"":121569805492,""type"":""Null""}]","2402.87925","","","High metal content world",""
"Ross 154","Ross 154 4","0.316292240236566","487.601281","9.68896158329158","Planet","0.136293","[{""id64"":7268024264105,""subtype"":""M (Red dwarf) Star"",""type"":""Star""}]","4184.836","","","Icy body",""
"Ross 154","Ross 154 6","0.362090649536046","1499.93024","9.68896158329158","Planet","0.1973","[{""id64"":7268024264105,""subtype"":""M (Red dwarf) Star"",""type"":""Star""}]","4705.885","","","Icy body",""
"Ross 154","Merlin","0.325224839400428","13.640685","9.68896158329158","Planet","0.04","[{""id64"":""180151253119083945"",""subtype"":""Class II gas giant"",""type"":""Planet""},{""id64"":7268024264105,""subtype"":""M (Red dwarf) Star"",""type"":""Star""}]","2235.75775","","","Earth-like world","Major Rocky Magma"
"Ross 154","Ross 154 3","0.334708269603345","275.75014","9.68896158329158","Planet","0.159204","[{""id64"":7268024264105,""subtype"":""M (Red dwarf) Star"",""type"":""Star""}]","4396.742","","","Icy body",""
